,Class ID,Part,Start,Text,Coordinates,Confidence State,Confidence Who,Confidence Prob,Fields,Normalizations,relations
34,e_25,s1v1,10488,"– Ô malheureux ! Dans quelle terre des hommes suis-je venu ? Ceux-ci sont-ils injurieux, cruels et iniques ? sont-ils hospitaliers, et leur esprit est-il pieux ? où porter toutes ces richesses ? où aller moi-même ? Plût aux dieux que je fusse resté avec les Phaiakiens ! J'aurais trouvé quelque autre roi magnanime qui m'eût aimé et donné des compagnons pour mon retour. Maintenant, je ne sais où porter ces richesses, ni où les laisser, de peur qu'elles soient la proie d'étrangers. O dieux ! ils ne sont point, en effet, véridiques ni justes, les princes et les chefs des Phaiakiens qui m'ont conduit dans une terre étrangère, et qui me disaient qu'ils me conduiraient sûrement dans Ithakè ! Mais ils ne l'ont point fait. Que Zeus qu'on supplie me venge d'eux, lui qui veille sur les hommes et qui punit ceux qui agissent mal ! Mais je compterai mes richesses, et je verrai s'ils ne m'en ont rien enlevé en les transportant hors de la nef creuse.",[],pre-added,['user:ValentineGirardier'],1.0,{},{},"s1v1|e_25|117,768"
35,e_6,s1v1,10490,"Ô malheureux ! Dans quelle terre des hommes suis-je venu ? Ceux-ci sont-ils injurieux, cruels et iniques ? sont-ils hospitaliers, et leur esprit est-il pieux ? où porter toutes ces richesses ? où aller moi-même ? Plût aux dieux que je fusse resté avec les Phaiakiens ! J'aurais trouvé quelque autre roi magnanime qui m'eût aimé et donné des compagnons pour mon retour. Maintenant, je ne sais où porter ces richesses, ni où les laisser, de peur qu'elles soient la proie d'étrangers. O dieux ! ils ne sont point, en effet, véridiques ni justes, les princes et les chefs des Phaiakiens qui m'ont conduit dans une terre étrangère, et qui me disaient qu'ils me conduiraient sûrement dans Ithakè !",[],pre-added,['user:ValentineGirardier'],1.0,{},{},
36,e_7,s1v1,10549,"Ceux-ci sont-ils injurieux, cruels et iniques",[],pre-added,['user:ValentineGirardier'],1.0,{},{},
37,e_8,s1v1,10926,de peur qu'elles soient la proie d'étrangers,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
38,e_7,s1v1,11216,"Zeus qu'on supplie me venge d'eux, lui qui veille sur les hommes et qui punit ceux qui agissent mal",[],pre-added,['user:ValentineGirardier'],1.0,{},{},
39,e_14,s1v1,11897,Odysseus,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
40,e_25,s1v1,11976,"– Ô ami ! puisque je te rencontre le premier en ce lieu, salut ! Ne viens pas à moi dans un esprit ennemi. Sauve ces richesses et moi. Je te supplie comme un dieu et je me mets à tes chers genoux. Dis-moi la vérité, afin que je la sache. Quelle est cette terre ? Quels hommes l'habitent ? Quel est ton peuple ? Est-ce une belle île, ou est-ce la côte avancée dans la mer d'une terre fertile ?",[],pre-added,['user:ValentineGirardier'],1.0,{},{},"s1v1|e_25|117,768"
41,e_3,s1v1,11978,"Ô ami ! puisque je te rencontre le premier en ce lieu, salut ! Ne viens pas à moi dans un esprit ennemi",[],pre-added,['user:ValentineGirardier'],1.0,{},{},
42,e_4,s1v1,12214,"Quelle est cette terre ? Quels hommes l'habitent ? Quel est ton peuple ? Est-ce une belle île, ou est-ce la côte avancée dans la mer d'une terre fertile",[],pre-added,['user:ValentineGirardier'],1.0,{},{},
43,e_14,s1v1,12383,Athènè,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
44,e_25,s1v1,12422,"– Tu es insensé, ô étranger, ou tu viens de loin, puisque tu me demandes quelle est cette terre, car elle n'est point aussi méprisable, et beaucoup la connaissent, soit les peuples qui habitent du côté d'Eôs et de Hèlios, ou du côté de la nuit obscure. Certes, elle est âpre et non faite pour les chevaux ; mais elle n'est point stérile, bien que petite. Elle possède beaucoup de froment et beaucoup de vignes, car la pluie et la rosée y abondent. Elle a de bons pâturages pour les chèvres et les vaches, et des forêts de toute sorte d'arbres, et elle est arrosée de sources qui ne tarissent point. C'est ainsi, étranger, que le nom d'Ithakè est parvenu jusqu'à Troiè qu'on dit si éloignée de la terre Akhaienne.",[],pre-added,['user:ValentineGirardier'],1.0,{},{},"s1v1|e_25|117,768"
45,e_14,s1v1,13178,Odysseus,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
46,e_25,s1v1,13399,"– J'avais entendu parler d'Ithakè dans la grande Krètè située au loin sur la mer. Maintenant je suis venu ici avec mes richesses, et j'en ai laissé autant à mes enfants. Je fuis, car j'ai tué le fils bien-aimé d'Idoméneus, Orsilokhos aux pieds rapides, qui, dans la grande Krètè, l'emportait sur tous les hommes par la rapidité de ses pieds. Et je le tuai parce qu'il voulait m'enlever ma part du butin, que j'avais rapportée de Troiè, et pour laquelle j'avais subi mille maux dans les combats des hommes ou en parcourant les mers. Car je ne servais point, pour plaire à son père, dans la plaine Troienne, et je commandais à d'autres guerriers que les siens. Et, dans les champs, m'étant mis en embuscade avec un de mes compagnons, je perçai de ma lance d'airain Orsilokhos qui venait à moi. Et comme la nuit noire couvrait tout l'Ouranos, aucun homme ne nous vit, et je lui arrachai l'âme sans témoin. Et quand je l'eus tué de l'airain aigu, je me rendis aussitôt dans une nef des illustres Phaiakiens, et je les priai de me recevoir, et je leur donnai une part de mes richesses. Je leur demandai de me porter à Pylos ou dans la divine Élis, où commandent les Épéiens ; mais la force du vent les en éloigna malgré eux, car ils ne voulaient point me tromper. Et nous sommes venus ici à l'aventure, cette nuit ; et nous sommes entrés dans le port ; et, sans songer au repas, bien que manquant de forces, nous nous sommes tous couchés en sortant de la nef. Et le doux sommeil m'a saisi, tandis que j'étais fatigué. Et les Phaiakiens, ayant retiré mes richesses de leur nef creuse, les ont déposées sur le sable où j'étais moi-même couché. Puis ils sont partis pour la belle Sidôn et m'ont laissé plein de tristesse.",[],pre-added,['user:ValentineGirardier'],1.0,{},{},"s1v1|e_25|117,768"
47,e_6,s1v1,13852,j'avais subi mille maux,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
48,e_27,s1v1,14854,"Et le doux sommeil m'a saisi, tandis que j'étais fatigué. Et les Phaiakiens, ayant retiré mes richesses de leur nef creuse, les ont déposées sur le sable où j'étais moi-même couché",[],pre-added,['user:ValentineGirardier'],1.0,{},{},
49,e_6,s1v1,15080,m'ont laissé plein de tristesse,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
50,e_14,s1v1,15144,Athènè,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
51,e_25,s1v1,15321,"– Ô fourbe, menteur, subtil et insatiable de ruses qui te surpasserait en adresse, si ce n'est peut-être un dieu ! Tu ne veux donc pas, même sur la terre de ta patrie, renoncer aux ruses et aux paroles trompeuses qui t'ont été chères dès ta naissance ? Mais ne parlons pas ainsi. Nous connaissons tous deux ces ruses ; et de même que tu l'emportes sur tous les hommes par la sagesse et l'éloquence, ainsi je me glorifie de l'emporter par là sur tous les dieux. N'as-tu donc point reconnu Pallas Athènè, fille de Zeus, moi qui t'assiste toujours dans tous tes travaux et qui te protège ? moi qui t'ai rendu cher à tous les Phaiakiens ? Viens donc, afin que je te conseille et que je t'aide à cacher les richesses que j'ai inspiré aux illustres Phaiakiens de te donner à ton retour dans tes demeures. Je te dirai les douleurs que tu es destiné à subir dans tes demeures bien construites. Subis-les par nécessité ; ne confie à aucun homme ni à aucune femme tes courses et ton arrivée ; mais supporte en silence tes maux nombreux et les outrages que te feront les hommes.",[],pre-added,['user:ValentineGirardier'],1.0,{},{},"s1v1|e_25|117,768"
52,e_6,s1v1,16120,Je te dirai les douleurs que tu es destiné à subir dans tes demeures bien construites. Subis-les par nécessité ; ne confie à aucun homme ni à aucune femme tes courses et ton arrivée ; mais supporte en silence tes maux nombreux et les outrages que te feront les hommes,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
53,e_14,s1v1,16404,Odysseus,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
54,e_25,s1v1,16445,"– Il est difficile à un homme qui te rencontre de te reconnaître, ô déesse ! même au plus sage ; car tu prends toutes les figures. Certes, je sais que tu m'étais bienveillante, quand nous, les fils des Akhaiens, nous combattions devant Troiè ; mais quand nous eûmes renversé la haute citadelle de Priamos, nous montâmes sur nos nefs, et un dieu dispersa les Akhaiens. Et, depuis, je ne t'ai point revue, fille de Zeus ; et je n'ai point senti ta présence sur ma nef pour éloigner de moi le malheur ; mais toujours, le coeur accablé dans ma poitrine, j'ai erré, jusqu'à ce que les dieux m'aient délivré de mes maux. Et tu m'as encouragé par tes paroles chez le riche peuple des Phaiakiens, et tu m'as conduit toi-même à leur ville. Maintenant je te supplie par ton père ! Je ne pense point, en effet, être arrivé dans Ithakè, car je vois une terre étrangère, et je pense que tu me parles ainsi pour te jouer de moi et tromper mon esprit. Dis-moi donc sincèrement si je suis arrivé dans ma chère patrie.",[],pre-added,['user:ValentineGirardier'],1.0,{},{},"s1v1|e_25|117,768"
55,e_4,s1v1,16447,"Il est difficile à un homme qui te rencontre de te reconnaître, ô déesse ! même au plus sage ; car tu prends toutes les figures",[],pre-added,['user:ValentineGirardier'],1.0,{},{},
56,e_6,s1v1,16911,"pour éloigner de moi le malheur ; mais toujours, le coeur accablé dans ma poitrine, j'ai erré, jusqu'à ce que les dieux m'aient délivré de mes maux",[],pre-added,['user:ValentineGirardier'],1.0,{},{},
57,e_14,s1v1,17461,Athènè,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
58,e_25,s1v1,17500,"– Tu as donc toujours cette pensée dans ta poitrine ? Mais je ne puis permettre que tu sois malheureux, car tu es éloquent, intelligent et sage. Un autre homme, de retour après avoir tant erré, désirerait ardemment revoir sa femme et ses enfants dans ses demeures ; mais toi, tu ne veux parler et apprendre qu'après avoir éprouvé ta femme qui est assise dans tes demeures, passant les jours et les nuits dans les gémissements et les larmes. Certes, je n'ai jamais craint ce qu'elle redoute, et je savais dans mon esprit que tu reviendrais, ayant perdu tous tes compagnons. Mais je ne pouvais m'opposer au frère de mon père, à Poseidaôn qui était irrité dans son coeur contre toi, parce que tu avais aveuglé son cher fils. Et, maintenant, je te montrerai la terre d'Ithakè, afin que tu croies. Ce port est celui de Phorkys, le Vieillard de la mer, et, à la pointe du port, voici l'olivier épais devant l'antre haut et obscur des nymphes sacrées qu'on nomme naïades. C'est cette caverne où tu sacrifiais aux nymphes de complètes hécatombes. Et voici le mont Nèritos couvert de forêts.",[],pre-added,['user:ValentineGirardier'],1.0,{},{},"s1v1|e_25|117,768"
59,e_6,s1v1,17584,tu sois malheureux,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
60,e_6,s1v1,17873,passant les jours et les nuits dans les gémissements et les larmes,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
61,e_8,s1v1,17949,je n'ai jamais craint ce qu'elle redoute,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
62,e_7,s1v1,18126,Poseidaôn qui était irrité dans son coeur contre toi,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
63,e_14,s1v1,18675,Odysseus,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
64,e_25,s1v1,18821,"– Nymphes, naïades, filles de Zeus, je disais que je ne vous reverrais plus ! Et, maintenant, je vous salue d'une voix joyeuse. Je vous offrirai des présents, comme autrefois, si la dévastatrice, fille de Zeus, me laisse vivre et fait grandir mon cher fils.",[],pre-added,['user:ValentineGirardier'],1.0,{},{},"s1v1|e_25|117,768"
65,e_3,s1v1,18823,"Nymphes, naïades, filles de Zeus, je disais que je ne vous reverrais plus ! Et, maintenant, je vous salue d'une voix joyeuse. Je vous offrirai des présents, comme autrefois, si la dévastatrice, fille de Zeus, me laisse vivre et fait grandir mon cher fils",[],pre-added,['user:ValentineGirardier'],1.0,{},{},
66,e_14,s1v1,19093,Athènè,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
67,e_25,s1v1,19132,"– Prends courage, et que ceci ne t'inquiète point ; mais déposons aussitôt tes richesses au fond de l'antre divin, où elles seront en sûreté, et délibérons tous deux sur ce qu'il y a de mieux à faire.",[],pre-added,['user:ValentineGirardier'],1.0,{},{},"s1v1|e_25|117,768"
68,e_27,s1v1,19162,ne t'inquiète point,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
69,e_27,s1v1,19277,délibérons tous deux sur ce qu'il y a de mieux à faire,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
70,e_14,s1v1,19747,Athènè,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
71,e_25,s1v1,19792,"– Divin Laertiade, subtil Odysseus, songe comment tu mettras la main sur les prétendants insolents qui commandent depuis trois ans dans ta maison, recherchant ta femme divine et lui faisant des présents. Elle attend toujours ton retour, gémissant dans son coeur, et elle donne de l'espoir et elle fait des promesses à chacun d'eux, et elle leur envoie des messagers ; mais son esprit a d'autres pensées.",[],pre-added,['user:ValentineGirardier'],1.0,{},{},"s1v1|e_25|117,768"
72,e_6,s1v1,20029,gémissant dans son coeur,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
73,e_14,s1v1,20211,Odysseus,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
74,e_25,s1v1,20252,"– O dieux ! je devais donc, comme l'Atréide Agamemnôn, périr d'une mauvaise mort dans mes demeures, si tu ne m'eusses averti à temps, ô déesse ! Mais dis-moi comment nous punirons ces hommes. Debout auprès de moi, souffle dans mon coeur une grande audace, comme au jour où nous avons renversé les grandes murailles de Troiè. Si tu restes, pleine d'ardeur, auprès de moi, ô Athènè aux yeux clairs, et si tu m'aides, ô vénérable déesse, je combattrai seul trois cents guerriers.",[],pre-added,['user:ValentineGirardier'],1.0,{},{},"s1v1|e_25|117,768"
75,e_4,s1v1,20352,"si tu ne m'eusses averti à temps, ô déesse !",[],pre-added,['user:ValentineGirardier'],1.0,{},{},
76,e_7,s1v1,20397,"Mais dis-moi comment nous punirons ces hommes. Debout auprès de moi, souffle dans mon coeur une grande audace, comme au jour où nous avons renversé les grandes murailles de Troiè. Si tu restes, pleine d'ardeur, auprès de moi, ô Athènè aux yeux clairs, et si tu m'aides, ô vénérable déesse, je combattrai seul trois cents guerriers",[],pre-added,['user:ValentineGirardier'],1.0,{},{},
77,e_14,s1v1,20743,Athènè,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
78,e_25,s1v1,20782,"– Certes, je serai auprès de toi et je ne te perdrai pas de vue, quand nous accomplirons ces choses. Et j'espère que le large pavé sera souillé du sang et de la cervelle de plus d'un de ces prétendants qui mangent tes richesses. Je vais te rendre inconnu à tous les hommes. Je riderai ta belle peau sur tes membres courbés ; je ferai tomber tes cheveux blonds de ta tête ; je te couvrirai de haillons qui font qu'on se détourne de celui qui les porte ; je ternirai tes yeux maintenant si beaux, et tu apparaîtras à tous les prétendants comme un misérable, ainsi qu'à ta femme et au fils que tu as laissés dans tes demeures. Va d'abord trouver le porcher qui garde tes porcs, car il te veut du bien, et il aime ton fils et la sage Pènélopéia. Tu le trouveras surveillant les porcs ; et ceux-ci se nourrissent auprès de la roche du Corbeau et de la fontaine Aréthousè, mangeant le gland qui leur plait et buvant l'eau noire. Reste là, et interroge-le avec soin sur toute chose, jusqu'à ce que je revienne de Spartè aux belles femmes, où j'appellerai, ô Odysseus, ton cher fils Tèlémakhos qui est allé dans la grande Lakédaimôn, vers Ménélaos, pour s'informer de toi et apprendre si tu vis encore.",[],pre-added,['user:ValentineGirardier'],1.0,{},{},"s1v1|e_25|117,768"
79,e_7,s1v1,20886,j'espère que le large pavé sera souillé du sang et de la cervelle de plus d'un de ces prétendants qui mangent tes richesses,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
80,e_5,s1v1,21056,"Je riderai ta belle peau sur tes membres courbés ; je ferai tomber tes cheveux blonds de ta tête ; je te couvrirai de haillons qui font qu'on se détourne de celui qui les porte ; je ternirai tes yeux maintenant si beaux, et tu apparaîtras à tous les prétendants comme un misérable",[],pre-added,['user:ValentineGirardier'],1.0,{},{},
81,e_14,s1v1,21992,Odysseus,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
82,e_25,s1v1,22033,"– Pourquoi ne lui avoir rien dit, toi qui sais tout ? Est-ce pour qu'il soit errant et subisse mille maux sur la mer indomptée, tandis que ceux-ci mangent ses richesses ?",[],pre-added,['user:ValentineGirardier'],1.0,{},{},"s1v1|e_25|117,768"
83,e_4,s1v1,22035,"Pourquoi ne lui avoir rien dit, toi qui sais tout ?",[],pre-added,['user:ValentineGirardier'],1.0,{},{},
84,e_6,s1v1,22102,il soit errant et subisse mille maux,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
85,e_14,s1v1,22218,Athènè,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
86,e_25,s1v1,22257,"– Qu'il ne soit point une inquiétude pour toi. Je l'ai conduit là moi-même, afin qu'il se fasse une bonne renommée ; mais il ne souffre aucune douleur, et il est assis, tranquille, dans les demeures de l'Atréide, où tout lui est abondamment offert. À la vérité, les jeunes prétendants lui tendent une embûche sur leur nef noire, désirant le tuer avant qu'il rentre dans la terre de sa patrie ; mais je ne pense pas que cela soit, et je pense plutôt que la terre recevra auparavant plus d'un de ces prétendants qui mangent tes richesses.",[],pre-added,['user:ValentineGirardier'],1.0,{},{},"s1v1|e_25|117,768"
87,e_27,s1v1,22262,il ne soit point une inquiétude pour toi,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
88,e_27,s1v1,22379,"il ne souffre aucune douleur, et il est assis, tranquille,",[],pre-added,['user:ValentineGirardier'],1.0,{},{},
89,e_14,s1v1,25139,le porcher,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
90,e_25,s1v1,25303,"– Ô vieillard, certes, ces chiens allaient te déchirer et me couvrir d'opprobre. Les dieux m'ont fait assez d'autres maux. Je reste ici, gémissant, et pleurant un roi divin, et je nourris ses porcs gras, pour que d'autres que lui les mangent ; et peut-être souffre-t-il de la faim, errant parmi les peuples étrangers, s'il vit encore et s'il voit la lumière de Hèlios. Mais suis-moi, et entrons dans l'étable, ô vieillard, afin que, rassasié dans ton âme de nourriture et de vin, tu me dises d'où tu es et quels maux tu as subis.",[],pre-added,['user:ValentineGirardier'],1.0,{},{},"s1v1|e_25|117,768"
91,e_6,s1v1,25384,"Les dieux m'ont fait assez d'autres maux. Je reste ici, gémissant, et pleurant un roi divin, et je nourris ses porcs gras, pour que d'autres que lui les mangent ; et peut-être souffre-t-il de la faim, errant parmi les peuples étrangers, s'il vit encore et s'il voit la lumière de Hèlios. Mais suis-moi, et entrons dans l'étable, ô vieillard, afin que, rassasié dans ton âme de nourriture et de vin, tu me dises d'où tu es et quels maux tu as subis",[],pre-added,['user:ValentineGirardier'],1.0,{},{},
92,e_14,s1v1,26072,Odysseus,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
93,e_25,s1v1,26125,"– Que Zeus, ô mon hôte, et les autres dieux immortels t'accordent ce que tu désires le plus, car tu me reçois avec bonté.",[],pre-added,['user:ValentineGirardier'],1.0,{},{},"s1v1|e_25|117,768"
94,e_3,s1v1,26127,"Que Zeus, ô mon hôte, et les autres dieux immortels t'accordent ce que tu désires le plus, car tu me reçois avec bonté",[],pre-added,['user:ValentineGirardier'],1.0,{},{},
95,e_14,s1v1,26262,Eumaios,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
96,e_25,s1v1,26286,"– Etranger, il ne m'est point permis de mépriser même un hôte plus misérable encore, car les étrangers et les pauvres viennent de Zeus, et le présent modique que nous leur faisons lui plaît ; car cela seul est au pouvoir d'esclaves toujours tremblants que commandent de jeunes rois. Certes, les dieux s'opposent au retour de celui qui m'aimait et qui m'eût donné un domaine aussi grand qu'un bon roi a coutume d'en donner à son serviteur qui a beaucoup travaillé pour lui et dont un dieu a fait fructifier le labeur ; et, aussi, une demeure, une part de ses biens et une femme désirable. Ainsi mon travail a prospéré, et le roi m'eût grandement récompensé, s'il était devenu vieux ici ; mais il a péri. Plût aux dieux que la race des Hélénè eût péri entièrement, puisqu'elle a rompu les genoux de tant de guerriers ! car mon maître aussi, pour la cause d'Agamemnôn, est allé vers Ilios nourrice de chevaux, afin de combattre les Troiens.",[],pre-added,['user:ValentineGirardier'],1.0,{},{},"s1v1|e_25|117,768"
97,e_25,s1v1,27679,"– Mange maintenant, ô étranger, cette nourriture destinée aux serviteurs, car les prétendants mangent les porcs gras, n'ayant aucune pudeur, ni aucune bonté. Mais les dieux heureux n'aiment pas les actions impies, et ils aiment au contraire la justice et les actions équitables. Même les ennemis barbares qui envahissent une terre étrangère, à qui Zeus accorde le butin, et qui reviennent vers leurs demeures avec des nefs pleines, sentent l'inquiétude et la crainte dans leurs âmes. Mais ceux-ci ont appris sans doute, ayant entendu la voix d'un dieu, la mort fatale d'Odysseus, car ils ne veulent point rechercher des noces légitimes, ni retourner chez eux ; mais ils dévorent immodérément, et sans rien épargner, les biens du roi ; et, toutes les nuits et tous les jours qui viennent de Zeus, ils sacrifient, non pas une seule victime, mais deux au moins. Et ils puisent et boivent le vin sans mesure. Certes, les richesses de mon maître étaient grandes. Aucun héros n'en avait autant, ni sur la noire terre ferme, ni dans Ithakè elle-même. Vingt hommes n'ont point tant de richesses. Je t'en ferai le compte : douze troupeaux de boeufs sur la terre ferme, autant de brebis, autant de porcs, autant de larges étables de chèvres. Le tout est surveillé par des pasteurs étrangers. Ici, à l'extrémité de l'île, onze grands troupeaux de chèvres paissent sous la garde de bons serviteurs ; et chacun de ceux-ci mène tous les jours aux prétendants la meilleure des chèvres engraissées. Et moi, je garde ces porcs et je les protège, mais j'envoie aussi aux prétendants le meilleur et le plus gras.",[],pre-added,['user:ValentineGirardier'],1.0,{},{},"s1v1|e_25|117,768"
98,e_3,s1v1,27842,les dieux heureux,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
99,e_8,s1v1,28111,sentent l'inquiétude et la crainte dans leurs âmes,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
100,e_6,s1v1,28232,la mort fatale d'Odysseus,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
101,e_14,s1v1,29508,Odysseus,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
102,e_25,s1v1,29594,"– O ami, quel est cet homme qui t'a acheté de ses propres richesses, et qui, dis-tu, était si riche et si puissant ? Tu dis aussi qu'il a péri pour la cause d'Agamemnôn ? Dis-moi son nom, car je le connais peut-être. Zeus et les autres dieux immortels savent, en effet, si je viens vous annoncer que je l'ai vu, car j'ai beaucoup erré.",[],pre-added,['user:ValentineGirardier'],1.0,{},{},"s1v1|e_25|117,768"
103,e_3,s1v1,29596,"O ami, quel est cet homme qui t'a acheté de ses propres richesses, et qui, dis-tu, était si riche et si puissant ? Tu dis aussi qu'il a péri pour la cause d'Agamemnôn ? Dis-moi son nom, car je le connais peut-être",[],pre-added,['user:ValentineGirardier'],1.0,{},{},
104,e_14,s1v1,29934,le chef des porchers,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
105,e_25,s1v1,29971,"– Ô vieillard, aucun voyageur errant et apportant des nouvelles ne persuadera sa femme et son cher fils. Que de mendiants affamés mentent effrontément et ne veulent point dire la vérité ! Chaque étranger qui vient parmi le peuple d'Ithakè va trouver ma maîtresse et lui fait des mensonges. Elle les reçoit avec bonté, les traite bien et les interroge sur chaque chose. Puis elle gémit, et les larmes tombent de ses paupières, comme c'est la coutume de la femme dont le mari est mort. Et toi, vieillard, tu inventerais aussitôt une histoire, afin qu'elle te donnât un manteau, une tunique, des vêtements. Mais déjà les chiens rapides et les oiseaux carnassiers ont arraché sa chair de ses os, et il a perdu l'âme ; ou les poissons l'ont mangé dans la mer, et ses os gisent sur le rivage, couverts d'un monceau de sable. Il a péri ainsi, laissant à ses amis et à moi de grandes douleurs ; car, dans quelque lieu que j'aille, je ne trouverai jamais un autre maître aussi bon, même quand j'irais dans la demeure de mon père et de ma mère, là où je suis né et où ceux-ci m'ont élevé. Et je ne les pleure point tant, et je ne désire point tant les revoir de mes yeux sur la terre de ma patrie, que je ne suis saisi du regret d'Odysseus absent. Et maintenant qu'il n'est point là, ô étranger, je le respecte en le nommant, car il m'aimait beaucoup et prenait soin de moi ; c'est pourquoi je l'appelle mon frère aîné, bien qu'il soit absent au loin.",[],pre-added,['user:ValentineGirardier'],1.0,{},{},"s1v1|e_25|117,768"
106,e_7,s1v1,30076,Que de mendiants affamés mentent effrontément et ne veulent point dire la vérité !,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
107,e_6,s1v1,30345,"elle gémit, et les larmes tombent de ses paupières, comme c'est la coutume de la femme dont le mari est mort",[],pre-added,['user:ValentineGirardier'],1.0,{},{},
108,e_6,s1v1,30790,"Il a péri ainsi, laissant à ses amis et à moi de grandes douleurs",[],pre-added,['user:ValentineGirardier'],1.0,{},{},
109,e_6,s1v1,31050,"Et je ne les pleure point tant, et je ne désire point tant les revoir de mes yeux sur la terre de ma patrie, que je ne suis saisi du regret d'Odysseus absent",[],pre-added,['user:ValentineGirardier'],1.0,{},{},
110,e_14,s1v1,31437,Odysseus,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
111,e_25,s1v1,31462,"– Ô ami, puisque tu nies mes paroles, et que tu affirmes qu'il ne reviendra pas, ton esprit est toujours incrédule. Cependant, je ne parle point au hasard, et je jure par serment qu'Odysseus reviendra. Qu'on me récompense de cette bonne nouvelle quand il sera rentré dans ses demeures. Je n'accepterai rien auparavant, malgré ma misère ; mais, alors seulement, qu'on me donne des vêtements, un manteau et une tunique. Il m'est odieux, non moins que les portes d'Aidès, celui qui, poussé par la misère, parle faussement. Que Zeus, le premier des dieux, le sache ! Et cette table hospitalière, et le foyer de l'irréprochable Odysseus où je me suis assis ! Certes, toutes les choses que j'annonce s'accompliront. Odysseus arrivera ici dans cette même année, même à la fin de ce mois ; même dans peu de jours il rentrera dans sa demeure et il punira chacun de ceux qui outragent sa femme et son illustre fils.",[],pre-added,['user:ValentineGirardier'],1.0,{},{},"s1v1|e_25|117,768"
112,e_3,s1v1,31687,cette bonne nouvelle,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
113,e_7,s1v1,32298,il punira chacun de ceux qui outragent sa femme et son illustre fils,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
114,e_14,s1v1,32383,Eumaios,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
115,e_25,s1v1,32407,"– Ô vieillard, je ne te donnerai point cette récompense d'une bonne nouvelle, car jamais Odysseus ne reviendra vers sa demeure. Bois donc en repos ; ne parlons plus de cela, et ne me rappelle point ces choses, car je suis triste dans mon coeur quand quelqu'un se souvient de mon glorieux maître. Mais j'accepte ton serment ; qu'Odysseus revienne, comme je le désire, ainsi que Pènélopéia, le vieux Laertès et le divin Tèlémakhos. Maintenant, je gémis sur cet enfant, Tèlémakhos, qu'a engendré Odysseus, et que les dieux ont nourri comme une jeune plante. J'espérais que, parmi les hommes, il ne serait inférieur à son père bien-aimé, ni en sagesse, ni en beauté ; mais quelqu'un d'entre les immortels, ou d'entre les hommes, a troublé son esprit calme, et il est allé vers la divine Pylos pour s'informer de son père, et les prétendants insolents lui tendent une embuscade au retour, afin que la race du divin Arkeisios périsse entièrement dans Ithakè. Mais laissons-le, soit qu'il périsse, soit qu'il échappe, et que le Kroniôn le couvre de sa main ! Pour toi, vieillard, raconte-moi tes malheurs, et parle avec vérité, afin que je t'entende. Qui es-tu ? quel est ton peuple ? où sont tes parents et ta ville ? sur quelle nef es-tu venu ? comment des marins t'ont-ils mené à Ithakè ? qui sont-ils ? car je pense que tu n'es pas venu ici à pied ?",[],pre-added,['user:ValentineGirardier'],1.0,{},{},"s1v1|e_25|117,768"
116,e_3,s1v1,32465,une bonne nouvelle,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
117,e_27,s1v1,32545,en repos,[],pre-added,['user:ValentineGirardier'],1.0,{},{},
